,Feature,Non_Zero_Coefficient
12917,10250400005312,0.0
12918,10250500006744,0.0
12919,10250700055432,-0.0
12920,10250800039680,0.0
12921,10250900009608,0.0
12954,10261600019633,0.0
12955,10261700021065,0.0
12956,10261800041113,0.0
12957,10262000042545,0.0
12958,10262100022497,-0.0
12959,10262200052569,-0.0
12928,10251800041112,0.0
12929,10251900046840,0.0
12930,10252000042544,0.0
12931,10252200052568,0.0
12932,10252300023928,-0.0
12933,10252500026792,0.0
12934,10252600028224,0.0
12935,10252700043976,0.0
12936,10252900029656,0.0
12937,10253000031088,0.0
12970,10270301003882,0.0
12971,10270501006746,0.0
12972,10270801039682,0.0
12973,10270901009610,0.0
12974,10271001012474,0.0
12975,10271101011042,0.0
12944,10260200002449,0.0
12945,10260300003881,0.0
12946,10260500006745,0.0
12947,10260800039681,0.0
12948,10260900009609,0.0
12949,10261000012473,0.0
12950,10261100011041,0.0
12951,10261200013905,0.0
12952,10261300015337,0.0
12953,10261500018201,0.0
12986,10273301033954,0.0
12987,10273501048274,0.0
12988,10273601049706,0.0
12989,10273701036818,0.0
12990,10273801038250,0.0
12991,10280100001019,-0.0
12960,10262400025361,0.0
12961,10262500026793,0.0
12962,10262800045409,0.0
12963,10262900029657,0.0
12964,10263000031089,0.0
12965,10263200056865,0.0
12966,10263500048273,0.0
12967,10263600049705,-0.0
12968,10264000054001,-0.0
12969,10270201002450,0.0
13002,10281800041115,-0.0
13003,10281900046843,-0.0
13004,10282100022499,-0.0
13005,10282300023931,-0.0
13006,10282500026795,-0.0
13007,10282900029659,0.0
12976,10271301015338,0.0
12977,10271401016770,0.0
12978,10271501018202,0.0
12979,10271801041114,0.0
12980,10272001042546,0.0
12981,10272101022498,0.0
12982,10272301023930,0.0
12983,10272401025362,0.0
12984,10272601028226,0.0
12985,10273001031090,0.0
13018,10290801039684,0.0
13019,10290901009612,0.0
13020,10291001012476,0.0
13021,10291101011044,0.0
13022,10291301015340,0.0
13023,10291401016772,0.0
12992,10280300003883,0.0
12993,10280500006747,0.0
12994,10280800039683,-0.0
12995,10280900009611,-0.0
12996,10281000012475,0.0
12997,10281100011043,-0.0
12998,10281300015339,-0.0
12999,10281400016771,-0.0
13000,10281500018203,-0.0
13001,10281600019635,0.0
13034,10293601049708,0.0
13035,10293701036820,0.0
13036,10293801038252,0.0
13037,10293901051140,0.0
13038,10300100001021,-0.0
13039,10300500006749,0.0
13008,10283100032523,0.0
13009,10283200056867,0.0
13010,10283800038251,-0.0
13011,10283900051139,-0.0
13012,10290101001020,0.0
13013,10290201002452,0.0
13014,10290301003884,0.0
13015,10290401005316,0.0
13016,10290501006748,0.0
13017,10290701055436,0.0
13050,10303300033957,0.0
13051,10303700036821,0.0
13052,10303800038253,-0.0
13053,10303900051141,-0.0
13054,10310201002454,0.0
13055,10310701055438,0.0
13024,10291501018204,0.0
13025,10291601019636,0.0
13026,10291801041116,0.0
13027,10292101022500,0.0
13028,10292201052572,0.0
13029,10292301023932,0.0
13030,10292401025364,0.0
13031,10292501026796,0.0
13032,10292601028228,0.0
13033,10293001031092,0.0
13066,10312701043982,0.0
13067,10312801045414,0.0
13068,10313001031094,0.0
13069,10313101032526,0.0
13070,10313301033958,0.0
13071,10313601049710,0.0
13040,10300700055437,-0.0
13041,10300800039685,0.0
13042,10300900009613,-0.0
13043,10301300015341,-0.0
13044,10302000042549,-0.0
13045,10302100022501,-0.0
13046,10302400025365,0.0
13047,10302500026797,0.0
13048,10302600028229,-0.0
13049,10303200056869,0.0
13082,10321300015343,0.0
13083,10321500018207,0.0
13084,10321600019639,-0.0
13085,10322000042551,-0.0
13086,10322100022503,0.0
13087,10322200052575,0.0
13056,10310801039686,0.0
13057,10310901009614,0.0
13058,10311001012478,0.0
13059,10311101011046,0.0
13060,10311501018206,0.0
13061,10311801041118,0.0
13062,10311901046846,0.0
13063,10312301023934,0.0
13064,10312401025366,0.0
13065,10312501026798,0.0
13098,10350401005322,0.0
13099,10350501006754,0.0
13100,10350601008186,0.0
13101,10350701055442,0.0
13102,10350901009618,0.0
13103,10351101011050,0.0
13072,10313701036822,0.0
13073,10313801038254,0.0
13074,10313901051142,0.0
13075,10320100001023,-0.0
13076,10320300003887,0.0
13077,10320400005319,0.0
13078,10320500006751,0.0
13079,10320800039687,0.0
13080,10320900009615,0.0
13081,10321100011047,0.0
13114,10354001054010,0.0
13115,10360100001027,-0.0
13116,10360300003891,-0.0
13117,10360400005323,0.0
13118,10360500006755,-0.0
13119,10360600008187,-0.0
13088,10322500026799,0.0
13089,10322800045415,0.0
13090,10322900029663,0.0
13091,10323000031095,0.0
13092,10323300033959,0.0
13093,10323500048279,0.0
13094,10323600049711,0.0
13095,10350101001026,0.0
13096,10350201002458,0.0
13097,10350301003890,0.0
13130,10362300023939,-0.0
13131,10362400025371,0.0
13132,10362500026803,0.0
13133,10362700043987,-0.0
13134,10363100032531,-0.0
13135,10363200056875,-0.0
13104,10351601019642,0.0
13105,10351801041122,0.0
13106,10351901046850,0.0
13107,10352001042554,0.0
13108,10352301023938,0.0
13109,10352501026802,0.0
13110,10353101032530,0.0
13111,10353201056874,0.0
13112,10353301033962,0.0
13113,10353901051146,0.0
13146,10371401016780,0.0
13147,10371501018212,0.0
13148,10371701021076,0.0
13149,10372001042556,0.0
13150,10372101022508,0.0
13151,10372301023940,0.0
13120,10360700055443,-0.0
13121,10360900009619,-0.0
13122,10361100011051,-0.0
13123,10361300015347,0.0
13124,10361400016779,-0.0
13125,10361600019643,0.0
13126,10361900046851,-0.0
13127,10362000042555,0.0
13128,10362100022507,0.0
13129,10362200052579,-0.0
13162,10380300003893,0.0
13163,10380400005325,-0.0
13164,10380600008189,0.0
13165,10380700055445,0.0
13166,10380800039693,-0.0
13167,10380900009621,0.0
13136,10363400035395,-0.0
13137,10363600049715,-0.0
13138,10363800038259,-0.0
13139,10364000054011,0.0
13140,10370101001028,0.0
13141,10370301003892,0.0
13142,10370401005324,0.0
13143,10370501006756,0.0
13144,10370701055444,0.0
13145,10371301015348,0.0
13178,10382400025373,-0.0
13179,10382500026805,-0.0
13180,10383200056877,0.0
13181,10383600049717,0.0
13182,10383700036829,0.0
13183,10390101001030,0.0
13152,10372601028236,0.0
13153,10372801045420,0.0
13154,10372901029668,0.0
13155,10373101032532,0.0
13156,10373201056876,0.0
13157,10373301033964,0.0
13158,10373401035396,0.0
13159,10373501048284,0.0
13160,10373601049716,0.0
13161,10380100001029,0.0
13194,10391501018214,0.0
13195,10391601019646,0.0
13196,10391701021078,0.0
13197,10392101022510,0.0
13198,10392301023942,0.0
13199,10392501026806,0.0
13168,10381100011053,0.0
13169,10381200013917,0.0
13170,10381300015349,-0.0
13171,10381400016781,0.0
13172,10381500018213,-0.0
13173,10381600019645,-0.0
13174,10381700021077,0.0
13175,10381800041125,-0.0
13176,10382000042557,-0.0
13177,10382100022509,-0.0
13210,10400505006759,-0.0
13211,10400805039695,0.0
13212,10401005012487,-0.0
13213,10401205013919,-0.0
13214,10401305015351,-0.0
13215,10401405016783,-0.0
13184,10390201002462,0.0
13185,10390401005326,0.0
13186,10390501006758,0.0
13187,10390601008190,0.0
13188,10390701055446,0.0
13189,10390801039694,0.0
13190,10390901009622,0.0
13191,10391001012486,0.0
13192,10391201013918,0.0
13193,10391301015350,0.0
13226,10403505048287,0.0
13227,10403805038263,0.0
13228,10411505018216,-0.0
13229,10420405005329,0.0
13230,10420505006761,-0.0
13231,10420805039697,0.0
13200,10392801045422,0.0
13201,10393001031102,0.0
13202,10393101032534,0.0
13203,10393201056878,0.0
13204,10393701036830,0.0
13205,10393801038262,0.0
13206,10393901051150,0.0
13207,10400205002463,-0.0
13208,10400305003895,-0.0
13209,10400405005327,-0.0
13242,10423305033969,-0.0
13243,10423405035401,0.0
13244,10423705036833,0.0
13245,10430300003898,0.0
13246,10430500006762,-0.0
13247,10430600008194,-0.0
13216,10401505018215,0.0
13217,10401605019647,0.0
13218,10401705021079,0.0
13219,10401805041127,-0.0
13220,10401905046855,-0.0
13221,10402005042559,0.0
13222,10402105022511,-0.0
13223,10402805045423,0.0
13224,10403105032535,0.0
13225,10403305033967,-0.0
13258,10441200013923,0.0
13259,10441300015355,-0.0
13260,10441400016787,-0.0
13261,10441600019651,-0.0
13262,10443300033971,0.0
13263,10443700036835,0.0
13232,10420905009625,-0.0
13233,10421205013921,0.0
13234,10421405016785,-0.0
13235,10421505018217,-0.0
13236,10421605019649,0.0
13237,10422005042561,0.0
13238,10422205052585,-0.0
13239,10422305023945,-0.0
13240,10422905029673,0.0
13241,10423105032537,0.0
13274,10461200013925,-0.0
13275,10461300015357,0.0
13276,10461400016789,-0.0
13277,10463700036837,0.0
13278,10470600008198,-0.0
13279,10471000012494,-0.0
13248,10431200013922,-0.0
13249,10431300015354,0.0
13250,10431400016786,0.0
13251,10431600019650,0.0
13252,10431700021082,0.0
13253,10433300033970,0.0
13254,10433800038266,0.0
13255,10440300003899,0.0
13256,10440600008195,-0.0
13257,10441000012491,0.0
13290,10483300033975,0.0
13291,10491200013928,-0.0
13292,10491700021088,0.0
13293,10500300003905,0.0
13294,10500500006769,-0.0
13295,10501000012497,0.0
13264,10450300003900,0.0
13265,10450600008196,-0.0
13266,10451000012492,0.0
13267,10451200013924,-0.0
13268,10451400016788,-0.0
13269,10451700021084,-0.0
13270,10453700036836,0.0
13271,10460300003901,0.0
13272,10460600008197,-0.0
13273,10461000012493,0.0
13306,10572100022544,0.0
13307,10572200052616,-0.0
13308,10573200056912,-0.0
13309,10573500048320,-0.0
13310,10574000054048,-0.0
13311,10580700055481,-0.0
13280,10471200013926,-0.0
13281,10471600019654,-0.0
13282,10473300033974,0.0
13283,10473800038270,0.0
13284,10480300003903,0.0
13285,10480500006767,-0.0
13286,10481000012495,0.0
13287,10481200013927,-0.0
13288,10481300015359,-0.0
13289,10481700021087,-0.0
13322,10592300023978,0.0
13323,10592500026842,0.0
13324,10593600049754,-0.0
13325,10600100001057,-0.0
13326,10600200002489,0.0
13327,10600400005353,-0.0
13296,10501300015361,-0.0
13297,10501400016793,0.0
13298,10501600019657,-0.0
13299,10503700036841,-0.0
13300,10530602008213,0.0
13301,10530802039717,-0.0
13302,10532502026829,-0.0
16717,14120900010004,-0.0
13304,10533502048309,-0.0
13305,10570700055480,-0.0
13338,10602600028265,0.0
13339,10602800045449,-0.0
13340,10603000031129,-0.0
13341,10603100032561,0.0
13342,10603200056905,-0.0
13343,10603500048313,-0.0
13312,10581100011089,-0.0
13313,10581900046889,-0.0
13314,10583600049753,0.0
13315,10584000054049,-0.0
13316,10590500006794,0.0
13317,10590900009658,-0.0
13318,10591500018250,-0.0
16716,14120800040076,-0.0
13320,10592100022546,0.0
13321,10592200052618,-0.0
13354,10611400016810,0.0
13355,10611600019674,0.0
13356,10611800041154,-0.0
13357,10612500026834,-0.0
13358,10612700044018,0.0
13359,10613000031130,0.0
13328,10600700055473,-0.0
13329,10600800039721,-0.0
13330,10601000012513,0.0
13331,10601200013945,0.0
13332,10601400016809,0.0
13333,10601900046881,-0.0
13334,10602000042585,-0.0
13335,10602100022537,-0.0
13336,10602300023969,-0.0
13337,10602500026833,-0.0
13370,10620600008219,0.0
13371,10620700055475,-0.0
13372,10620800039723,-0.0
13373,10620900009651,-0.0
13374,10621300015379,0.0
13375,10621400016811,0.0
13344,10604000054041,-0.0
13345,10610100001058,0.0
13346,10610200002490,0.0
13347,10610400005354,0.0
13348,10610500006786,0.0
13349,10610600008218,0.0
13350,10610700055474,-0.0
13351,10610900009650,-0.0
13352,10611000012514,-0.0
13353,10611200013946,0.0
13386,10623500048315,-0.0
13387,10623600049747,-0.0
13388,10623800038291,0.0
13389,10624000054043,-0.0
13390,10630100001060,0.0
13391,10630300003924,0.0
13360,10613200056906,-0.0
13361,10613300033994,0.0
13362,10613500048314,-0.0
13363,10613600049746,-0.0
13364,10613900051178,-0.0
13365,10614000054042,-0.0
13366,10620100001059,-0.0
13367,10620300003923,0.0
13368,10620400005355,-0.0
13369,10620500006787,0.0
13402,10632800045452,-0.0
13403,10632900029700,0.0
13404,10633100032564,0.0
13405,10633400035428,0.0
13406,10633500048316,-0.0
13407,10633700036860,0.0
13376,10621700021107,0.0
13377,10621800041155,-0.0
13378,10621900046883,-0.0
13379,10622000042587,-0.0
13380,10622200052611,-0.0
13381,10622500026835,-0.0
13382,10622700044019,0.0
13383,10622800045451,-0.0
13384,10622900029699,-0.0
13385,10623100032563,-0.0
13418,10683600049756,-0.0
13419,10683800038300,0.0
13420,10770200002509,0.0
13421,10770400005373,-0.0
13422,10770700055493,-0.0
13423,10770800039741,-0.0
13392,10630400005356,0.0
13393,10630500006788,0.0
13394,10630700055476,-0.0
13395,10630800039724,-0.0
13396,10630900009652,-0.0
13397,10631900046884,-0.0
13398,10632000042588,-0.0
13399,10632100022540,-0.0
13400,10632300023972,-0.0
13401,10632600028268,0.0
13432,10773200056925,-0.0
13433,10773600049765,-0.0
13434,10773800038309,0.0
13435,10774000054061,-0.0
13436,10800800039744,-0.0
13437,10801800041176,0.0
13438,10801900046904,-0.0
13439,10802000042608,-0.0
13408,10633800038292,0.0
13409,10633900051180,-0.0
13410,10680100001068,-0.0
13411,10680600008228,0.0
13412,10680700055484,-0.0
13413,10682000042596,-0.0
13414,10682200052620,-0.0
13415,10682400025412,-0.0
13448,10870205002519,0.0
13449,10870305003951,-0.0
13450,10870705055503,0.0
13451,10870805039751,0.0
13452,10870905009679,0.0
13453,10871105011111,0.0
13454,10871305015407,-0.0
13455,10871405016839,-0.0
13424,10770900009669,-0.0
13425,10771500018261,-0.0
13426,10771900046901,-0.0
13427,10772100022557,-0.0
13428,10772200052629,-0.0
13429,10772300023989,-0.0
13430,10772400025421,-0.0
13431,10773000031149,-0.0
13464,10872805045479,-0.0
13465,10873005031159,-0.0
13466,10873405035455,-0.0
13467,10873505048343,-0.0
13468,10874005054071,-0.0
13469,10881200013976,-0.0
13470,10881700021136,-0.0
13471,10882000042616,0.0
13440,10802100022560,0.0
13441,10802200052632,-0.0
13442,10802300023992,-0.0
13443,10802400025424,-0.0
13444,10802800045472,0.0
13445,10803000031152,-0.0
13446,10803900051200,0.0
13447,10870105001087,-0.0
13480,10911002012547,0.0
13481,10920202002524,0.0
13482,10920302003956,-0.0
13483,10920702055508,0.0
13484,10920802039756,-0.0
13485,10921002012548,0.0
13486,10921102011116,0.0
13487,10921302015412,0.0
13456,10871605019703,-0.0
13457,10871705021135,-0.0
13458,10871805041183,-0.0
13459,10871905046911,0.0
13460,10872005042615,-0.0
13461,10872105022567,0.0
13462,10872405025431,0.0
13463,10872605028295,-0.0
13496,10923502048348,0.0
13497,10923702036892,0.0
13498,10940302003958,-0.0
13499,10940702055510,0.0
13500,10940802039758,0.0
13501,10941402016846,0.0
13502,10942102022574,0.0
13503,10942502026870,0.0
13472,10882100022568,0.0
13473,10883500048344,0.0
13474,10891700021137,-0.0
13475,10892100022569,0.0
13476,10901000012546,-0.0
13477,10901700021138,-0.0
13478,10902100022570,0.0
16715,14120600008572,-0.0
13512,10952500026871,0.0
13513,10953000031167,0.0
13514,10953300034031,0.0
13515,10953500048351,0.0
13516,10970205002529,0.0
13517,10970405005393,0.0
13518,10971005012553,0.0
16714,14120400005708,-0.0
13488,10921502018276,0.0
13489,10921602019708,0.0
13490,10922002042620,-0.0
13491,10922102022572,0.0
13492,10922602028300,0.0
13493,10922802045484,0.0
13494,10922902029732,0.0
13495,10923402035460,0.0
13528,10972805045489,0.0
13529,10972905029737,0.0
13530,10973005031169,0.0
13531,10973105032601,0.0
13532,10973305034033,0.0
13533,10973405035465,0.0
16713,14120300004276,-0.0
13535,10973605049785,0.0
13504,10943002031166,0.0
13505,10943302034030,0.0
13506,10943502048350,0.0
13507,10943702036894,0.0
13508,10950300003959,0.0
13509,10950800039759,0.0
13510,10951200013983,0.0
13511,10952100022575,-0.0
13544,10981805041194,0.0
13545,10982105022578,0.0
13546,10982205052650,0.0
13547,10982305024010,0.0
13548,10982405025442,0.0
13549,10982505026874,0.0
16712,14120200002844,-0.0
13551,10982705044058,0.0
13520,10971405016849,0.0
13521,10971505018281,0.0
13522,10971805041193,0.0
13523,10972105022577,0.0
13524,10972205052649,0.0
13525,10972405025441,0.0
13526,10972505026873,0.0
16711,14120100001412,-0.0
13560,11000802039764,-0.0
13561,11001602019716,-0.0
13562,11002302024012,-0.0
13563,11002502026876,-0.0
13564,11020201002534,-0.0
13565,11020301003966,-0.0
13566,11020801039766,-0.0
13567,11021001012558,-0.0
13536,10980205002530,0.0
13537,10980305003962,0.0
13538,10980805039762,0.0
13539,10980905009690,0.0
13540,10981305015418,0.0
13541,10981405016850,0.0
13542,10981605019714,0.0
13543,10981705021146,0.0
13575,11022501026878,-0.0
13576,11022701044062,-0.0
13577,11022901029742,-0.0
13578,11023001031174,-0.0
13579,11023101032606,-0.0
13580,11023301034038,-0.0
13581,11023701036902,-0.0
13582,11023801038334,-0.0
13583,11023901051222,-0.0
16710,14114000054395,-0.0
13553,10983005031170,0.0
13554,10983105032602,0.0
13555,10983405035466,0.0
13556,10983505048354,0.0
13557,10983605049786,0.0
13558,10983705036898,0.0
13591,11031901046927,-0.0
13592,11032101022583,-0.0
13593,11032201052655,-0.0
13594,11032301024015,-0.0
13595,11032401025447,-0.0
13596,11032501026879,-0.0
13597,11032701044063,-0.0
13598,11033001031175,-0.0
13599,11033201056951,-0.0
13568,11021101011126,-0.0
13569,11021601019718,-0.0
13570,11021701021150,-0.0
13571,11021801041198,-0.0
13572,11022001042630,-0.0
13573,11022101022582,-0.0
13574,11022401025446,-0.0
13607,11041201013992,-0.0
13608,11041301015424,-0.0
13609,11041401016856,-0.0
13610,11041501018288,-0.0
13611,11041801041200,-0.0
13612,11042301024016,-0.0
13613,11042401025448,-0.0
13614,11042701044064,-0.0
13615,11042801045496,-0.0
13584,11030201002535,-0.0
13585,11030601008263,-0.0
13586,11030901009695,-0.0
13587,11031101011127,-0.0
13588,11031601019719,-0.0
13589,11031701021151,-0.0
13590,11031801041199,-0.0
13623,11050401005401,-0.0
13624,11050501006833,-0.0
13625,11050601008265,-0.0
13626,11050701055521,0.0
13627,11050801039769,-0.0
13628,11051101011129,-0.0
13629,11051201013993,-0.0
13630,11051501018289,-0.0
13631,11051701021153,-0.0
13600,11033301034039,-0.0
13601,11033701036903,-0.0
13602,11033801038335,-0.0
13603,11033901051223,-0.0
13604,11040301003968,-0.0
13605,11040701055520,-0.0
13606,11040801039768,-0.0
13638,11052501026881,-0.0
13639,11052701044065,-0.0
13640,11052801045497,-0.0
13641,11053001031177,-0.0
13642,11053101032609,-0.0
13643,11053501048361,-0.0
13644,11053601049793,-0.0
13645,11054001054089,-0.0
13646,11120500006840,0.0
13647,11153800038347,-0.0
13616,11043001031176,-0.0
13617,11043101032608,-0.0
13619,11043501048360,-0.0
13620,11043801038336,-0.0
13621,11050101001105,-0.0
13622,11050301003969,-0.0
13654,11240800039788,0.0
13655,11240900009716,0.0
13656,11241100011148,0.0
13657,11241500018308,0.0
13658,11241700021172,0.0
13659,11242100022604,0.0
13660,11242300024036,0.0
13661,11242500026900,0.0
13662,11242700044084,0.0
13663,11242800045516,-0.0
13632,11051801041201,-0.0
13633,11051901046929,-0.0
13634,11052101022585,-0.0
13635,11052201052657,-0.0
13636,11052301024017,0.0
13637,11052401025449,-0.0
13670,11263800038358,0.0
13671,11280505006856,-0.0
13672,11280605008288,-0.0
13673,11281705021176,0.0
13674,11283805038360,0.0
13675,11290700055546,0.0
13676,11290800039794,-0.0
13677,11290900009722,0.0
13678,11291100011154,-0.0
13679,11292100022610,-0.0
13648,11193800038351,-0.0
13649,11203800038352,-0.0
13650,11233800038355,-0.0
13651,11240400005420,0.0
13652,11240500006852,0.0
13653,11240700055540,0.0
13685,11302100022609,-0.0
13686,11302300024041,0.0
13687,11302400025473,-0.0
13688,11303000031201,0.0
13689,11303500048385,-0.0
13690,11330805039796,-0.0
13691,11331505018316,0.0
13692,11340804039798,0.0
13693,11350804039799,0.0
13694,11430400005439,0.0
13695,11430800039807,0.0
13664,11243000031196,0.0
13665,11243100032628,0.0
13666,11243400035492,0.0
13667,11243800038356,0.0
13668,11244000054108,0.0
13701,11433800038375,-0.0
13702,11440300004008,0.0
13703,11440600008304,0.0
13704,11440800039808,0.0
13705,11440900009736,-0.0
13706,11441200014032,0.0
13707,11441600019760,-0.0
13708,11441800041240,-0.0
13709,11442700044104,0.0
13710,11443300034080,0.0
13711,11443400035512,0.0
13680,11292300024042,0.0
13681,11292400025474,-0.0
13682,11293000031202,0.0
13683,11294000054114,-0.0
13684,11300800039793,-0.0
13717,11451300015465,0.0
13718,11451500018329,0.0
13719,11451600019761,0.0
13720,11452900029785,0.0
13721,11453800038377,0.0
13722,11460100001146,-0.0
13723,11460200002578,0.0
13724,11460400005442,0.0
13725,11460500006874,0.0
13726,11460700055562,-0.0
13727,11460900009738,-0.0
13696,11430900009735,-0.0
13697,11431400016895,-0.0
13698,11431700021191,0.0
13699,11433000031215,0.0
13700,11433700036943,-0.0
13733,11461700021194,0.0
13734,11462000042674,0.0
13735,11462100022626,-0.0
13736,11462200052698,-0.0
13737,11462300024058,-0.0
13738,11462500026922,0.0
13739,11462700044106,0.0
13740,11463000031218,0.0
13741,11463500048402,-0.0
13742,11463800038378,0.0
13743,11470200002579,0.0
13712,11443800038376,0.0
13713,11450200002577,0.0
13714,11450600008305,-0.0
13715,11450800039809,0.0
13716,11451200014033,0.0
13749,11472000042675,0.0
13750,11472600028355,0.0
13751,11472700044107,0.0
13752,11473400035515,0.0
13753,11473800038379,0.0
13754,11480205002580,0.0
13755,11480805039812,0.0
13756,11480905009740,-0.0
13757,11481005012604,-0.0
13758,11481305015468,-0.0
13759,11482005042676,-0.0
13728,11461000012602,0.0
13729,11461100011170,-0.0
13730,11461200014034,0.0
13731,11461400016898,0.0
13732,11461500018330,0.0
13765,11490400005445,-0.0
13766,11490800039813,0.0
13767,11491500018333,-0.0
13768,11492000042677,-0.0
13769,11492100022629,0.0
13770,11492200052701,-0.0
13771,11492300024061,0.0
13772,11492400025493,0.0
13773,11500101001150,-0.0
13774,11500301004014,0.0
13775,11500401005446,0.0
13744,11470300004011,0.0
13745,11470500006875,0.0
13746,11471000012603,0.0
13747,11471300015467,0.0
13748,11471400016899,0.0
13781,11501301015470,0.0
13782,11502201052702,-0.0
13783,11502301024062,0.0
13784,11502501026926,-0.0
13785,11502601028358,0.0
13786,11502701044110,-0.0
13787,11503001031222,0.0
13788,11503301034086,0.0
13789,11503401035518,0.0
13790,11503801038382,-0.0
13791,11510101001151,0.0
13760,11482205052700,-0.0
13761,11482705044108,0.0
13762,11483405035516,0.0
13763,11483705036948,-0.0
13764,11483805038380,0.0
13797,11512001042679,0.0
13798,11512101022631,0.0
13799,11512201052703,0.0
13800,11512301024063,-0.0
13801,11512501026927,0.0
13802,11512601028359,-0.0
13803,11512701044111,0.0
13804,11513001031223,0.0
13805,11513101032655,0.0
13806,11513401035519,-0.0
13807,11513501048407,0.0
13776,11500701055566,0.0
13777,11500801039814,-0.0
13778,11500901009742,-0.0
13779,11501101011174,0.0
13780,11501201014038,0.0
13813,11520300057371,-0.0
13814,11520400005448,0.0
13815,11520600057479,0.0
13816,11520800039816,-0.0
13817,11520900009744,0.0
13818,11521100011176,0.0
13819,11521200014040,0.0
13820,11521300015472,0.0
13821,11521400016904,0.0
13822,11521500018336,0.0
13823,11522000042680,0.0
13792,11510301004015,-0.0
13793,11510701055567,-0.0
13794,11510801039815,0.0
13795,11511101011175,-0.0
13796,11511901046975,0.0
13829,11522400025496,0.0
13830,11522500026928,-0.0
13831,11522600028360,0.0
13832,11522700044112,0.0
13833,11522800045544,0.0
13834,11523000031224,-0.0
13835,11523100032656,0.0
13836,11523300034088,0.0
13837,11523400035520,0.0
13838,11523500048408,-0.0
13839,11523600058523,-0.0
13808,11513701036951,0.0
13809,11513801038383,0.0
13810,11514001054135,0.0
13811,11520200002584,0.0
13812,11520300004016,-0.0
13845,11530600008313,0.0
13846,11530600057480,0.0
13847,11530800039817,0.0
13848,11530900009745,0.0
13849,11531000012609,0.0
13850,11531000057588,0.0
13851,11531100011177,0.0
13852,11531200014041,0.0
16709,14113900051531,-0.0
13854,11532000042681,0.0
13855,11532200052705,0.0
13824,11522100022632,-0.0
13825,11522100057839,-0.0
13826,11522200052704,-0.0
13827,11522200058631,-0.0
13828,11522300024064,-0.0
13861,11532700058380,0.0
13862,11532800045545,0.0
13863,11532900029793,0.0
13864,11533000031225,0.0
16708,14113800058252,-0.0
13866,11533300058128,0.0
13867,11533400035521,0.0
13868,11533500048409,0.0
13869,11533600049841,0.0
13870,11540100001154,0.0
13871,11540300057373,-0.0
13840,11523700036952,-0.0
13841,11523700058199,-0.0
13842,11530100057300,0.0
13843,11530300004017,0.0
13844,11530400005449,0.0
13877,11540800058273,-0.0
13878,11540900009746,0.0
13879,11541000012610,0.0
13880,11541000057589,0.0
13881,11541100011178,0.0
13882,11541100057553,0.0
13883,11541300015474,0.0
13884,11541300057661,0.0
13885,11541400057697,0.0
13886,11541500018338,0.0
13887,11541800041250,0.0
13856,11532300024065,0.0
13857,11532400025497,0.0
13858,11532500026929,0.0
13859,11532600028361,0.0
13860,11532600057984,0.0
13893,11542200058633,-0.0
13894,11542300024066,-0.0
13895,11542500026930,-0.0
13896,11542600028362,-0.0
13897,11542600057985,-0.0
13898,11542700044114,0.0
13899,11543100032658,-0.0
13900,11543100058093,0.0
13901,11543300058129,0.0
13902,11543400035522,0.0
13903,11543400058165,0.0
13872,11540400005450,0.0
13873,11540500006882,0.0
13874,11540600008314,0.0
13875,11540600057481,0.0
13876,11540800039818,-0.0
13909,11544000054138,-0.0
13910,11550100001155,0.0
13911,11550200002587,0.0
13912,11550200057338,0.0
13913,11550500006883,0.0
13914,11550600057482,0.0
13915,11550700055571,0.0
13916,11550800039819,0.0
13917,11550800058274,0.0
13918,11550900009747,0.0
13919,11551000012611,0.0
13888,11541800058345,0.0
13889,11542000042682,0.0
13890,11542100022634,-0.0
13891,11542100057841,-0.0
13892,11542200052706,-0.0
13925,11551900046979,-0.0
13926,11552000042683,0.0
13927,11552100022635,-0.0
13928,11552200052707,-0.0
13929,11552200058634,-0.0
13930,11552300024067,-0.0
13931,11552400025499,0.0
13932,11552500026931,-0.0
13933,11552500057950,-0.0
13934,11552600057986,0.0
13935,11552700044115,0.0
13904,11543500048410,-0.0
13905,11543600049842,-0.0
13906,11543600058525,-0.0
13907,11543700036954,-0.0
13908,11543700058201,-0.0
13941,11553300034091,0.0
13942,11553300058130,0.0
13943,11553400035523,0.0
13944,11553400058166,0.0
13945,11553500048411,-0.0
13946,11553600049843,-0.0
13947,11553600058526,-0.0
13948,11553700036955,-0.0
13949,11553700058202,-0.0
13950,11553900051275,-0.0
13951,11554000054139,-0.0
13920,11551100011179,0.0
13921,11551200057626,0.0
13922,11551300057662,0.0
13923,11551500018339,0.0
13924,11551800058346,0.0
13957,11560800039820,-0.0
13958,11561000057591,-0.0
13959,11561100011180,0.0
13960,11561100057555,-0.0
13961,11561300015476,0.0
13962,11561400016908,-0.0
13963,11561400057699,-0.0
13964,11561500018340,0.0
13965,11561600019772,-0.0
13966,11561800041252,0.0
13967,11561900046980,-0.0
13936,11552700058382,0.0
13937,11552800058418,0.0
13938,11552900029795,0.0
13939,11552900058022,0.0
13940,11553100032659,0.0
13973,11562500026932,-0.0
13974,11562600028364,-0.0
13975,11562700058383,-0.0
13976,11562800045548,0.0
13977,11562900029796,0.0
13978,11563000031228,-0.0
13979,11563000058059,-0.0
13980,11563300058131,0.0
13981,11563400035524,0.0
13982,11563400058167,0.0
13983,11563500048412,-0.0
13952,11560300004020,-0.0
13953,11560300057375,-0.0
