,0
const,
70104000007,
100104000010,
110104000011,
120104000012,
150101000015,
160101000016,
170101000017,
180104000018,
270104000027,
280104000028,
290104000029,
300104000030,
430103000043,
450101000045,
500104000050,
510104000051,
520104000052,
530104000053,
540104000054,
550104000055,
560104000056,
570104000057,
580104000058,
590104000059,
690104000069,
700104000070,
760101000076,
770101000077,
1180104000118,
1230101000123,
1450104000145,
1640101000164,
1650104000165,
1660104000166,
1780104000178,
1820104000182,
2280104000228,
2770104000277,
2850101000285,
2860101000286,
2870101000287,
3170104000317,
3190104000319,
3220104000322,
3230101000323,
3240101000324,
3250101000325,
3300104000330,
3470104000347,
3480104000348,
3490104000349,
3500104000350,
3510104000351,
3520104000352,
3530104000353,
3540104000354,
3550104000355,
3570104000357,
3580104000358,
3590104000359,
3620101000362,
3630101000363,
3720101000372,
3730101000373,
3740101000374,
3750101000375,
3760101000376,
3770101000377,
3780101000378,
3790101000379,
3800101000380,
3840103000384,
3850103000385,
3870103000387,
3890103000389,
3910103000391,
3920103000392,
3930103000393,
3940103000394,
3980103000398,
3990103000399,
4000103000400,
4030103000403,
4040103000404,
4050103000405,
4060103000406,
4120103000412,
4130103000413,
4140103000414,
4150103000415,
4160103000416,
4350101000435,
4390104000439,
4420104000442,
4430104000443,
4440104000444,
4450104000445,
4570103000457,
4600103000460,
4620103000462,
4700103000470,
4850104000485,
4860104000486,
4870104000487,
4880104000488,
4890104000489,
4900104000490,
4910104000491,
4920104000492,
4930104000493,
4940101000494,
4950101000495,
4960101000496,
4970101000497,
4980101000498,
5000101000500,
5020101000502,
5050104000505,
5170104000517,
5240101000524,
5250101000525,
5260101000526,
5270101000527,
5280101000528,
5290101000529,
5300101000530,
5310101000531,
5320101000532,
5330101000533,
5340101000534,
5350101000535,
5360101000536,
5370101000537,
5380101000538,
5610101000561,
5620101000562,
5630101000563,
5640101000564,
5830101000583,
5880104000588,
5890104000589,
5990101000599,
6220102000622,
6510104000651,
6720104000672,
6730104000673,
6740104000674,
6840101000684,
6930103000693,
6940101000694,
20205000696,
40205000698,
50205000699,
60205000700,
70204000701,
80205000702,
90205000703,
100204000704,
110204000705,
120204000706,
130205000707,
140205000708,
150201000709,
160201000710,
170201000711,
180204000712,
190204000713,
200205000714,
210205000715,
220204000716,
230205000717,
240205000718,
250205000719,
260205000720,
270204000721,
280204000722,
290204000723,
300204000724,
310205000725,
320203000726,
330203000727,
450201000739,
470205000741,
480205000742,
500204000744,
510204000745,
520204000746,
530204000747,
540204000748,
550204000749,
560204000750,
570204000751,
580204000752,
590204000753,
600204000754,
660204000760,
670204000761,
680205000762,
690204000763,
700204000764,
710205000765,
720205000766,
730204000767,
740205000768,
750205000769,
780205000772,
830205000777,
840205000778,
860205000780,
880205000782,
1180204000812,
1190205000813,
1220205000816,
1230201000817,
1260205000820,
1310205000825,
1430205000837,
1470205000841,
1480205000842,
1490204000843,
1500205000844,
1510205000845,
1520204000846,
1530205000847,
1550205000849,
1560204000850,
1640201000858,
1650204000859,
1660204000860,
1670204000861,
1680205000862,
1690205000863,
1700204000864,
1760201000870,
1770201000871,
1780204000872,
1790205000873,
1800205000874,
1810205000875,
1820204000876,
1830204000877,
1840205000878,
1850205000879,
1860204000880,
1870205000881,
1880205000882,
1890204000883,
1900205000884,
1910205000885,
1920204000886,
1930205000887,
1940205000888,
1950205000889,
1980205000892,
1990205000893,
2000205000894,
2010204000895,
2020205000896,
2030205000897,
2040204000898,
2060204000900,
2070205000901,
2080205000902,
2090204000903,
2100204000904,
2110205000905,
2120205000906,
2130204000907,
2140205000908,
2150205000909,
2160204000910,
2170205000911,
2180205000912,
2190205000913,
2200205000914,
2210205000915,
2220205000916,
2270205000921,
2310205000925,
2320205000926,
2330205000927,
2340205000928,
2350204000929,
2360204000930,
2370205000931,
2380205000932,
2390204000933,
2400205000934,
2430205000937,
2440204000938,
2460205000940,
2470204000941,
2480204000942,
2490205000943,
2500205000944,
2510204000945,
2540204000948,
2550205000949,
2560205000950,
2570204000951,
2580205000952,
2590205000953,
2600205000954,
2610205000955,
2720205000966,
2790204000973,
2800204000974,
2810205000975,
2820205000976,
2830204000977,
2840204000978,
2850201000979,
2860201000980,
2870201000981,
2920204000986,
2930205000987,
2940205000988,
2950204000989,
2960205000990,
2970203000991,
2980203000992,
2990203000993,
3000205000994,
3170204001011,
3180204001012,
3190204001013,
3220204001016,
3230201001017,
3240201001018,
3250201001019,
3280205001022,
3300204001024,
3400204001034,
3410205001035,
3420205001036,
3430204001037,
3440205001038,
3470204001041,
3480204001042,
3490204001043,
3500204001044,
3510204001045,
3520204001046,
3530204001047,
3540204001048,
3550204001049,
3560204001050,
3570204001051,
3580204001052,
3590204001053,
3600203001054,
3610203001055,
3620201001056,
3630201001057,
3720201001066,
3730201001067,
3740201001068,
3750201001069,
3760201001070,
3770201001071,
3780201001072,
3790201001073,
3800201001074,
4170205001111,
4180205001112,
4190205001113,
4200205001114,
4310205001125,
4340205001128,
4350201001129,
4360205001130,
4370205001131,
4380205001132,
4730205001167,
4750205001169,
4760204001170,
4770205001171,
4790205001173,
4800204001174,
4810205001175,
4820205001176,
4850204001179,
4860204001180,
4870204001181,
4880204001182,
4890204001183,
4900204001184,
4910204001185,
4920204001186,
4930204001187,
4940201001188,
4950201001189,
4960201001190,
4970201001191,
4980201001192,
5000201001194,
5020201001196,
5040205001198,
5050204001199,
5070205001201,
5100205001204,
5110205001205,
5120205001206,
5130205001207,
5150201001209,
5170204001211,
5240201001218,
5250201001219,
5260201001220,
5270201001221,
5280201001222,
5290201001223,
5300201001224,
5310201001225,
5320201001226,
5330201001227,
5340201001228,
5350201001229,
5360201001230,
5370201001231,
5380201001232,
5390205001233,
5410205001235,
5500205001244,
5510205001245,
5540205001248,
5550202001249,
5560202001250,
5580205001252,
5590205001253,
5600202001254,
5610201001255,
5620201001256,
5630201001257,
5640201001258,
5810205001275,
5820201001276,
5880204001282,
5910205001285,
5920205001286,
5990201001293,
6000201001294,
6110205001305,
6120205001306,
6150205001309,
6160205001310,
6170204001311,
6180205001312,
6190205001313,
6200204001314,
6210205001315,
6220202001316,
6340205001328,
6360205001330,
6430205001337,
6440205001338,
6450205001339,
6460204001340,
6480205001342,
6490205001343,
6500205001344,
6530205001347,
6720204001366,
6730204001367,
6740204001368,
6760205001370,
6770205001371,
6780205001372,
6840201001378,
6910204001385,
6930203001387,
10305001389,
20305001390,
30305001391,
40305001392,
70304001395,
80305001396,
90305001397,
100304001398,
110304001399,
120304001400,
140305001402,
150301001403,
180304001406,
190304001407,
200305001408,
210305001409,
220304001410,
230305001411,
